Headline,Content,Image,Url
Indian national killed by falling debris of intercepted missile in Abu Dhabi,"An Indian national and a Pakistani were killed in Abu Dhabi, officials said on Thursday, due to falling debris from an intercepted ballistic missile. Abu Dhabi, part of the UAE, is among the countries that have come under fire as Iran targets those housing US military bases. (AFP File Photo) “Injuries ranging from serious to moderate [have been] sustained by three individuals of Emirati, Jordanian and Indian nationality,” the Abu Dhabi Media Office said in a post on X. “The public is advised to obtain information only from official sources and to avoid spreading rumours or unverified information,” it added. Further identity details of the victims were not known. This takes the total number of Indians killed in the West Asia conflict so far to at least seven. It was not immediately known where the missile involved in this incident was fired from. Abu Dhabi, part of the United Arab Emirates (UAE), is among the countries that have come under fire as Iran targets those housing US military bases. Iran has said it is only retaliating against the attack that started on February 28. Earlier on Thursday, the family of a 26-year-old man from Uttar Pradesh, who was killed in a suspected missile attack in Riyadh, demanded compensation and a government job for his widow from the administration. The mortal remains of Ravi Gopal were brought to his native Baghain village in Sitapur from Saudi Arabia on Wednesday with the assistance of the Ministry of External Affairs and the district administration. His last rites were conducted later in the evening. Villagers in large numbers gathered to bid a final farewell to Gopal, who had been working as a driver in a plastic factory in the Saudi capital since last year. Gopal's last rites were performed by his elder brother Manmohan Dayal in the presence of family members and local officials. He is survived by his wife, parents and a four-year-old son. His wife Ritu, remains inconsolable after the incident, family members said. Dayal told news agency PTI that the family is in dire need of financial assistance and has sought a government job for Gopal's wife to support their livelihood. Local BJP MLA Asha Maurya has assured them of taking prompt steps to address their demands, he said. Mahmudabad Sub-Divisional Magistrate (SDM) B K Singh told reporters on Thursday that the family has sought compensation and a job. ""We are looking into the matter. The district administration is assisting the family with legal procedures as they await a response to their request for financial aid and government assistance,"" Singh said. The officials said the administration is in touch with the bereaved family and is extending all possible support.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/UAE-RELIGION-ISLAM-RAMADAN-EID-3_1774529784978_1774529800754_1774529982727.jpg,https://www.hindustantimes.com/india-news/indian-national-killed-by-falling-debris-of-intercepted-missile-in-abu-dhabi-101774529456584.html
---,---,---,---
---,---,---,---
"Delhi power subsidy bill doubles in decade amid rise in consumers, usage: report","New Delhi, With the rise in the number of domestic consumers of electricity in Delhi, the power subsidy bill of the city government has galloped to more than double in the past decade, according to a report. Delhi power subsidy bill doubles in decade amid rise in consumers, usage: report The amount of power subsidy released by the Delhi government by February 2026 in the current fiscal was ₹ 4,037.63 crore, stated the economic survey report recently tabled in the Assembly. The number of power consumers in Delhi rose by nearly 40 per cent in the last decade and currently stands at over 73 lakh. According to the percentage in the total number of consumers, the domestic category comprised the highest 84.1 per cent. During the period 2015-16 to 2024-25, the number of consumers of electricity in Delhi increased from 52.62 lakh to 73.61 lakh, an increase of 20.99 lakh consumers during this period. According to the report, there were about 47.58 lakh households getting electricity subsidy in Delhi, more than 80 per cent of the total domestic electricity consumers. In line with the rise in the number of consumers, the subsidy released by the government has also risen from ₹ 1,442.76 crore in 2015-16 crore to ₹ 4,037.62 crore upto February 2025-26. The subsidy amounts were ₹ 1,577.94 crore in 2016-17, ₹ 1,676.70 crore in 2017-18, ₹ 1,699.29 crore, in 2018-19, ₹ 2,405.59 crore in 2019-20, ₹ 2,939 .99 crore in 2020-21, ₹ 3,250 crore in 2021-22, ₹ 3,161.22 crore in 2022-23, ₹ 2,426.65 crore in 2023-24 and ₹ 3,600.50 crore in 2024-25, according to the report. The power subsidy is estimated to be ₹ 3,500 crore in the financial year 2026-27. The report pointed to a rise in electricity consumption in Delhi from 29,415.87 million units in 2015-16 to 30,996.29 MUs up to December 2025 in the current financial year. The distribution of electricity in Delhi to various categories of consumers increased from 24037 MU in 2015-16 to 33009 MU in 2024-25. The Delhi government provides free electricity to consumers who use a monthly amount of 200 units. Those using 201 to 400 units per month are paid a 50 per cent subsidy. The victims of the 1984 anti Sikh riots and the Lawyers' chambers also provided a special subsidy on power consumption. This article was generated from an automated news agency feed without modifications to text.",https://www.hindustantimes.com/ht-img/img/2026/01/27/400x225/ht-generic_cities1_1769511807303_1769511865290.jpg,https://www.hindustantimes.com/cities/delhi-news/delhi-power-subsidy-bill-doubles-in-decade-amid-rise-in-consumers-usage-report-101774536331201.html
"Ashwin doesn't agree with MS Dhoni as Impact Player in IPL: ‘If he doesn't want to play, he shouldn't feature at all'","MS Dhoni ’s return to the IPL has once again set off plenty of chatter, this time around how he might be used by Chennai Super Kings . There is curiosity over whether he will feature as an Impact Player or continue in his usual role behind the stumps. Dhoni has managed a troublesome knee over the past couple of seasons, and with his career nearing its final phase, questions around his workload and role are only growing louder ahead of the new season. MS Dhoni will once again return in CSK's yellow jersey for IPL 2026. (PTI) Dhoni had a relatively quiet IPL 2025, batting lower down the order in almost every game, which raised a few questions. He finished with 196 runs from 14 matches, averaging 24.50 at a strike rate of 135.17. Most of his outings came late in the innings, where he was used to add quick runs in the closing overs and give the team a final push when required. Amid the ongoing debate around Dhoni’s role in the IPL, veteran India spinner Ravichandran Ashwin offered a clear and firm take on the matter. He questioned the idea of using Dhoni as an Impact Player, stressing that a player of his stature should either be fully involved or not feature at all. ""I do not agree that he has to stay on the impact list. If he is in the squad, he has to play. If he does not want to, he should not play the entire season, that is it. I am not in agreement with him being an impact player,"" he said on 'Ash ki Baat'. Also Read - ""Preity Zinta called, said 'I'm sorry'"": Jitesh Sharma regards PBKS co-owner as elder sister, reveals chat post-RCB move “Dhoni will have a critical role to support CSK's new bowling line-up” Expanding further on Dhoni’s role, the former CSK spinner shared his view on how the veteran could be used this season. He pointed to Dhoni’s importance behind the stumps and in guiding the side, while also explaining how the team’s batting structure could shape when he comes out to bat. ""I think Dhoni will have a critical role to support this new bowling line-up on the field. I was also there last year. MS wants that he plays the last three overs. But the top order did not score many times and he had to go up. This time, they have added power in the top order to avoid this. Maybe this time, out of 14 games, he will get to bat higher only in 3-4 games, or else he will only come in the end. His biggest role will be in keeping, setting the field, and giving a shoulder to Ruturaj,"" he stated.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/MS_Dhoni_CSK_1774524383868_1774524384015.jpg,https://www.hindustantimes.com/cricket/ashwin-doesnt-agree-with-ms-dhoni-as-impact-player-in-ipl-if-he-doesnt-want-to-play-he-shouldnt-feature-at-all-101774523555980.html
---,---,---,---
---,---,---,---
---,---,---,---
---,---,---,---
---,---,---,---
"Pisces Horoscope Today for March 26, 2026: Do not compromise on ethics in the job","Pisces (Feb 20-Mar 20) Daily Horoscope Prediction says, You love taking risks Give up ego in the love affair & take up new responsibilities at the workplace to prove your professional mettle. Financial prosperity will come with good health. Pisces Horoscope Today: Read our expert astrological predictions to find out what the stars have in store for you. The love life is productive today. All professional targets will be met, and financially, you will be stronger to make crucial investments. No serious medical issue will also trouble you. Pisces Love Horoscope Today You need to realize that no relationship is permanent, and many twists and unexpected events can make your day chaotic. Some long-distance love affairs may not be as smooth as you assume. Work on this before the day ends. You may fall in love with someone working at your office, and this relationship can become serious in the future. Married females should be more accommodating in life. Some relationships will also demand more time to get to know each other. Pisces Career Horoscope Today Do not compromise on ethics in the job. Despite the pressure, you must follow the guidelines on a project. Some IT professionals will take charge of a new project, and the client will be satisfied with your confidence. Minor problems will be there within the team, but ensure you keep everyone happy. Some disagreements with a business partner may occur in the first half of the day, and this may impact the business. Handle this crisis with a mature attitude. Pisces Money Horoscope Today Prosperity will be at your side. This will help you make smart investments, including in the stock market. There will be instances where you will spend for legal and medical reasons. Today is auspicious to buy gold, and you may also own a car in the second half of the day. Your sibling would ask for financial help today, and you need to find funds for it. Pisces Health Horoscope Today There will be official pressure, and start the day with meditation to face it calmly. You may join a gym or yoga session, which will help maintain a proper lifestyle. There will be challenges related to breathing as well. You may also have complications related to the lungs, while diabetic natives will require medical attention in the second part of the day. Pisces Sign Attributes Strength: Conscious, Aesthetic, Kind-hearted Weakness: Sentimental, Indecisive, Unrealistic Symbol: Fish Element: Water Body Part: Blood Circulation Sign Ruler: Neptune Lucky Day: Thursday Lucky Color: Purple Lucky Number: 11 Lucky Stone: Yellow Sapphire Pisces Sign Compatibility Chart Natural affinity: Taurus, Cancer, Scorpio, Capricorn Good compatibility: Virgo, Pisces Fair compatibility: Aries, Leo, Libra, Aquarius Less compatibility: Gemini, Sagittarius By: Dr. J. N. Pandey Vedic Astrology & Vastu Expert Website: www.astrologerjnpandey.com E-mail: djnpandey@gmail.com Phone: 91-9811107060 (WhatsApp Only)",https://www.hindustantimes.com/ht-img/img/2026/03/25/400x225/Pisces_anime_1774043739246_1774043743242_1774438953917.jpg,https://www.hindustantimes.com/astrology/horoscope/pisces-horoscope-today-for-march-26-2026-do-not-compromise-on-ethics-in-the-job-101774438895048.html
"‘60 days of oil stocks, 800,000 tonnes LPG’: Govt releases stock details amid ‘emergency’ fears","The government on Thursday said India currently has around 60 days of crude oil and fuel stock cover, along with 800,000 tonnes of secured LPG supplies, asserting there is “no need of emergency” despite disruptions triggered by the West Asia conflict. India has 60 days of fuel stocks, 800,000 tonnes LPG: govt rules out crisis (File photo/PTI) The petroleum and natural gas ministry released the stock details for the first time since the conflict began on February 28, aiming to counter panic buying and reassure consumers amid reports of long queues at petrol pumps and LPG distributors. 60-day oil cover, no supply gap Detailing reserves, the ministry said India has a total stocking capacity of about 74 days, while the current stock cover stands at around 60 days. This includes crude oil, refined petroleum products and strategic reserves stored in underground caverns. “Actual stock cover is around 60 days right now,” it said, adding that crude supplies for the next 60 days have already been tied up by Indian oil companies. “Every Indian refinery is running at over 100 per cent utilisation… There is no supply gap,” the ministry said in a statement. While disruptions around the Strait of Hormuz have impacted a significant portion of supplies, the government said higher imports from alternative global sources have offset the shortfall. 800,000 tonnes of LPG secured On LPG, the ministry said 800,000 tonnes of cargoes have been secured, ensuring at least one month of uninterrupted supply, while “additional procurement” is “being finalised”. This comes amid concerns over shipments through the Strait of Hormuz, a key route for LPG imports. Rejecting speculation, the ministry said: “The claim that PNG is being pushed because LPG is running out is misinformation. LPG supply is secure.” Rejecting speculation linking the expansion of piped natural gas (PNG) to LPG shortages, the ministry clarified: “The claim that PNG is being pushed because LPG is running out is misinformation. LPG supply is secure.” ‘No shortage anywhere in the country’ The government reiterated that there is no shortage of petrol, diesel or LPG, and all retail outlets are functioning normally. Earlier, state-run oil companies like Hindustan Petroleum, Indian Oil Corporation and Bharat Petroleum, released separate statements saying that they have enough stocks and refuted the claims of shortage. The goverment said, “All one lakh-plus retail fuel outlets across the country are open… Not a single outlet has been asked to ration supply.” “There is no shortage of petrol, diesel, or LPG anywhere in the country,” it said, adding that the supply situation is “fully secure and under control.” To address isolated issues faced by petrol pump operators, especially in smaller towns, credit limits have been increased to over three days from the earlier one-day cycle to ease fuel lifting. Govt dismisses panic The ministry described panic buying as limited to “isolated instances” triggered by misleading soc",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/PTI03-26-2026-000290B-0_1774529102537_1774529125271.jpg,https://www.hindustantimes.com/india-news/60-days-of-oil-stocks-800-000-tonnes-lpg-govt-releases-stock-details-amid-emergency-fears-101774529044431.html
Did you know you can influence period symptoms and hormonal balance by eating soluble fibres? UK surgeon explains,"Monthly period cramps and PMS can be intensely uncomfortable – even debilitating for many – but at their core, these symptoms are largely driven by hormonal fluctuations. What many don’t realise is that supporting hormonal balance may be simpler than it seems. Scientific insights suggest that increasing fibre intake – especially soluble fibre – can play a key role in regulating these hormones, offering a natural, diet-based way to ease common period-related discomfort. Did you know eating more fibres can reduce period pain? (Unsplash) Also Read | Can eating too much protein backfire? UK surgeon explains how excess protein intake can negatively impact gut health Karan Rajan, a UK-based surgeon and widely followed health content creator, is breaking down the link between soluble fibre and hormonal balance. In an Instagram video shared on March 24, he explains how increasing soluble fibre intake can influence hormone regulation and help ease common period-related symptoms.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/pain_1774527899014_1774527899158.jpg,https://www.hindustantimes.com/lifestyle/health/did-you-know-you-can-influence-period-symptoms-and-hormonal-balance-by-eating-soluble-fibres-uk-surgeon-explains-101774527490239.html
"Nayara, India’s largest private fuel retailer, hikes petrol and diesel prices. Here’s why","India’s largest private fuel retailer, Nayara Energy, has reportedly raised petrol and diesel prices, even as state-owned oil marketing companies continue to hold retail rates steady. Nayara hikes petrol, diesel rates amid West Asia conflict (PTI) The move comes against the backdrop of a sharp surge in global crude oil prices following the recent escalation in the West Asia conflict. Nayara on Thursday increased petrol prices by ₹ 5 per litre and diesel by ₹ 3 per litre, news agency PTI reported citing sources. The hike varies across states due to local taxes such as VAT, with petrol prices increasing by as much as ₹ 5.30 per litre in some regions. Why has Nayara increased fuel prices The decision comes as international oil prices surged significantly since February 28, when the United States and Israel launched military strikes on Iran, triggering retaliation and disrupting global energy markets. Also Read | Petrol, diesel prices hiked by Nayara Energy across India. Check city-wise rates here Private fuel retailers, unlike their state-owned counterparts, have been under mounting financial pressure. “Private fuel retailers in India receive no government compensation to offset losses from holding back price increases, unlike state-owned firms that are supported for acting as ‘good corporate citizens’,” the news agency's sources said, adding that rising losses have left them with little choice but to revise prices. Nayara, which operates nearly 7,000 petrol pumps across the country – the maximum number for any private player – has opted to partially pass on the increased input costs to customers rather than absorb the entire burden. Another report by Reuters said that the Russia-backed private refiner has raised prices in a move aimed at offsetting mounting revenue losses from retail fuel sales, petrol pump dealers said. State-owned companies hold rates Despite the global price surge, state-run oil companies – Indian Oil Corporation, Bharat Petroleum Corporation Ltd and Hindustan Petroleum Corporation Ltd – continue to keep retail petrol and diesel prices unchanged. These firms control about 90 per cent of India’s fuel retail market. Retail fuel prices have largely remained frozen since April 2022, with these companies absorbing losses during periods of high crude prices and recovering margins when global rates soften. However, the some companies recently raised prices of premium petrol by ₹ 2 per litre and increased bulk diesel rates for industrial users by about ₹ 22 per litre. In Delhi, premium petrol now costs ₹ 101.89 per litre, up from ₹ 99.89, while bulk diesel prices have risen sharply. Normal petrol and diesel prices, however, remain unchanged at ₹ 94.77 and ₹ 87.67 per litre, respectively, in the national capital. Indian refiners are incurring losses estimated at over ₹ 50 per litre on diesel and around ₹ 20 per litre on petrol due to retailing fuels below market rates, Reuters reported citing an industry source. Global oil volatility beh",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/PTI03-26-2026-000072B-0_1774526585220_1774526606709.jpg,https://www.hindustantimes.com/india-news/petrol-price-today-nayara-petrol-diesel-price-hike-heres-why-101774523000487.html
"Chennai Super Kings IPL 2026 full schedule: List of CSK fixtures with match dates, venues and timings","The Board of Control for Cricket in India ( BCCI ) on Wednesday announced the first phase of the schedule for the 2026 season of the Indian Premier League ( IPL ), during which 20 games will be played across 10 cities — Bengaluru, Mumbai, Guwahati, New Chandigarh, Lucknow, Kolkata, Chennai, Delhi, Ahmedabad and Hyderabad. Chennai Super Kings IPL 2026 full schedule Four of those 20 games belong to Chennai Super Kings . Two of those are away from home, while all are evening games. The five-time champions, who lifted the title in 2010, 2011, 2018, 2021 and 2023, will kick off their campaign with an away game against the Rajasthan Royals in Guwahati on March 30, before returning home to Chennai to host Punjab Kings on April 3. CSK will then travel to Bengaluru to play Royal Challengers Bengaluru on April 5, before hosting Delhi Capitals at the Chepauk after a gap of six days. ALSO READ: Explainer: Why M Chinnaswamy Stadium, RCB's fate for IPL 2026 remains undecided 10 months after stampede Chennai entered the IPL auction last December with the second-largest purse of INR 43.40 crore and spent more than half of it on uncapped players, marking a significant shift from CSK's longstanding experience-first approach. They roped in Prashant Veer and Kartik Sharma for a staggering INR 14.2 crore each and also made smart signings in Akeal Hosein and Matt Henry. Chennai's biggest acquisition heading into the new season has been the signing of Sanju Samson in exchange for Ravindra Jadeja and Sam Curran in a trade deal with Rajasthan Royals. While it has sparked questions over MS Dhoni’s presence in the line-up and whether he will be available in full capacity for the entire season, fans have been assured by CSK’s CEO that Dhoni will be part of the entire campaign. Here is CSK's IPL 2026 schedule: RR vs CSK - 7:30 PM IST - March 30 - Barsapara Cricket Stadium, Guwahati CSK vs PBKS - 7:30 PM IST - April 3 - MA Chidambaram Stadium, Chennai RCB vs CSK - 7:30 PM IST - April 5 - M Chinnaswamy Stadium, Bengaluru CSK vs DC - 7:30 PM IST - April 11 - MA Chidambaram Stadium, Chennai CSK's full squad for IPL 2026: Ruturaj Gaikwad (c), Ayush Mhatre, M.S. Dhoni, Dewald Brevis, Urvil Patel, Shivam Dube, Jamie Overton, Ramakrishna Ghosh, Noor Ahmad, Khaleel Ahmed, Anshul Kamboj, Gurjapneet Singh, Shreyas Gopal, Mukesh Choudhary, Nathan Ellis, Sanju Samson, Kartik Sharma, Prashant Veer, Rahul Chahar, Akeal Hosein, Matt Henry, Matthew Short, Aman Khan, Sarfaraz Khan, Zakary Foulkes",https://www.hindustantimes.com/ht-img/img/2026/03/12/400x225/csk_schedule_1773298965106_1773298969478.jpg,https://www.hindustantimes.com/cricket/chennai-super-kings-ipl-2026-full-schedule-bcci-indian-premier-league-match-time-table-fixtures-venue-timings-101773298763897.html
"From DKS to ‘Samrat Ashoka’, Karnataka MLAs dissolve party lines to seek free IPL tickets: ‘We are VIPs’","Nothing brings Indians together like cricket does — even across political boundaries. Karnataka has presented the latest example of this. Steeped in “VIP” culture, though. Royal Challengers Bengaluru's Virat Kohli, captain Rajat Patidar, and others during a practice session ahead of the Indian Premier League (IPL) 2026 cricket match against Sunrisers Hyderabad, at M Chinnaswamy Stadium in Bengaluru, on Thursday, March 26. (PTI Photo) Legislators from both the state’s ruling Congress and the opposition BJP want free tickets — one MLA set the bar at five each — for the Indian Premier League (IPL) inaugural match to be held in Bengaluru. The issue came up in the legislative assembly, raised by Leader of Opposition R Ashoka, who got support from across the board. Deputy CM DK Shivakumar referred to a legendary Mauryan king as he said he would raise it with the Karnataka State Cricket Association. ""I will surely tell them this is a request from 'Samrat Ashok’,"" he said in jest inside the assembly, NDTV reported. IPL 2026 starts this Saturday with a match between home team Royal Challengers Bengaluru and Sunrisers Hyderabad. Vijayanand Kashappanavar, the Congress MLA from Hungund, later explained why KSCA must give special treatment to MLAs. ""They (cricket association) are taking all the facilities from the government. They are getting all the security, everything… But they are not respecting MLAs,"" he told the media, as per the report. ""We are VIPs. We can't go in the queue and stand there. We went last time… They are sending us to a gallery with the public. It's not going to happen,” he further said. (In case you did not know from context, VIP is short for ‘Very Important Personality’, used in government protocols too.) Kashappanavar laid out the demand in numbers as he explained how he supported the BJP’s R Ashoka inside the assembly. “We requested the Speaker to take necessary action and issue a minimum of five tickets for the MLAs,"" he said. He also claimed the KSCA was “collecting money and enjoying”. Inside the House, R Ashoka also slammed the KSCA. ""We have given them 16.32 acres of land at a nominal price of just about ₹ 1,600 a month; but they charge us thousands for match tickets. They have crores of rupees and they loot us; and the government wants to build another stadium for such people. They need to be taught a lesson,"" he said. Speaker UT Khader told the government to hold discussions with the KSCA “regarding this issue that MLAs are raising”. “They sometimes give just one ticket to MLAs… they should give a minimum of four tickets to the MLA and family,"" Khader said, tempering the demand to a number lower than five. At this, deputy chief minister DK Shivakumar said: ""I will speak to the KSCA president and sort this out. I'm a member there too.” Former Team India pacer Venkatesh Prasad is the current president of the KSCA.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/PTI03-26-2026-000350A-0_1774536530927_1774536544819.jpg,https://www.hindustantimes.com/india-news/from-dks-to-samrat-ashoka-karnataka-mlas-want-free-ipl-tickets-we-are-vips-101774536288634.html
---,---,---,---
---,---,---,---
"'4 km in 45 minutes': Noida founder raises questions on urban infrastructure, internet weighs in","A Noida-based startup founder has sparked a discussion online about long commute times and urban infrastructure challenges after sharing his daily travel experience. The post resonated with many users, who shared similar struggles. (Hindustan Times/Representational image) Taking to X, Swapnil Srivastav, founder of Kidbea, said that his office is just 4 km away from his home in Noida, but it takes him 45 minutes to get there by car. “That's not a typo. 4 km. 45 minutes. In a car,” he wrote, adding that he could have walked, taken a chai break and still reached faster. He pointed out that his case isn’t unique, citing data on average commute times across major cities. He said that cities like Bengaluru and Delhi-NCR report average commute times of around 67.5 minutes, followed by Mumbai (62.5 minutes), Chennai (61 minutes), Hyderabad (59.5 minutes), and Pune (59 minutes). He claimed that the data was based on nearly 14 lakh corporate cab trips, specifically involving employees working in Global Capability Centres (GCCs). “The most organised, well-funded, globally backed offices in India, and their employees are still losing 2 hours daily sitting in traffic,” he wrote. “400,000 trips in Bengaluru alone. 300,000 in Delhi-NCR. World-class talent. World-class offices. But the roads connecting homes to those offices? Still stuck in 2004,” he added.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/traffic_1774535218491_1774535218631.jpg,https://www.hindustantimes.com/trending/4-km-in-45-minutes-noida-founder-raises-questions-on-urban-infrastructure-internet-weighs-in-101774534908557.html
"Online bomb training, crypto trail emerge in ISIS suspect probe","The Uttar Pradesh Anti-Terrorism Squad (ATS) investigation into Haris Ali, a suspected ISIS operative arrested in Moradabad on March 14, has revealed access to online training modules on explosives and a complex trail of high-value cryptocurrency transactions. This has prompted the UP ATS to intensify its probe into possible terror funding and radicalisation networks. The revelations came during Haris Ali’s five-day police custody remand, which began on March 24. (For representation) According to ATS officials, several associates of the suspect were involved in cryptocurrency transactions worth lakhs of rupees over the past two years, using digital currencies such as Bitcoin, Ethereum, and Litecoin. Multiple digital wallets identified during the investigation are suspected to be linked to terror financing channels. Investigators are now mapping transaction patterns and compiling financial intelligence. The revelations came during Haris Ali’s five-day police custody remand, which began on March 24. While no suspicious crypto activity has so far been directly traced to his personal accounts, officials said the financial footprint of his close contacts has raised serious red flags. According to officials, forensic analysis of electronic devices seized by the ATS uncovered chats, videos and documents detailing the fabrication of explosives, including hand grenades and improvised explosive devices (IEDs). During interrogation, the accused allegedly admitted that handlers were providing him with online training to assemble such devices. “These handlers operated using multiple aliases. Preliminary technical inputs suggest several IP addresses trace back to regions in and around Pakistan and Afghanistan,” an ATS officer said, indicating possible cross-border links. A concerning aspect of the probe is the alleged targeting of minors for radicalisation. Investigators have identified around half a dozen juveniles from different parts of Uttar Pradesh who were in contact with the accused and were allegedly being influenced toward extremist ideology. Officials suspect that these minors were being groomed for potential operational roles. The ATS has reached out to these individuals and recorded their statements. They are likely to be treated as witnesses as the investigation progresses. Additionally, several youths in the 18-20 age group have also come under the scanner, with their exact role in the network yet to be established. Officials said the probe remains ongoing, focusing on unravelling the financial ecosystem, digital communications, and potential cross-border connections linked to the case.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/The-revelations-came-during-Haris-Ali-s-five-day-p_1774536596384.jpg,https://www.hindustantimes.com/cities/lucknow-news/online-bomb-training-crypto-trail-emerge-in-isis-suspect-probe-101774536600131.html
---,---,---,---
"Sunrisers Hyderabad IPL 2026 Full schedule: List of SRH fixtures with match dates, venues and timings","Sunrisers Hyderabad will kick off the new IPL season with a high-profile clash against Royal Challengers Bengaluru , the defending champions. The opening match promises plenty of excitement as both sides boast powerful batting units capable of piling up big totals. With the game set to take place at the M Chinnaswamy Stadium, a venue known for high-scoring contests, fans could be in for a night dominated by boundaries and towering sixes. Given the firepower in both lineups, a run-filled encounter looks very much on the cards to start the tournament. SRH will play the season opener against RCB at M Chinnaswamy Stadium. (AFP) Meanwhile, attention will also be on the availability of their skipper Pat Cummins. He missed the recent ICC T20 World Cup because of an injury, and there is still no clear update on his fitness. It remains uncertain whether he will be fit in time to feature for Sunrisers Hyderabad from the very first match of the IPL season. Also Read - Rajasthan Royals IPL 2026 schedule: List of RR fixtures with match dates, venues and timings In the opening phase of IPL 2026, Sunrisers Hyderabad will play one home fixture against Lucknow Super Giants. Their remaining three matches in this stretch will all be away games, with trips scheduled against Royal Challengers Bengaluru, Kolkata Knight Riders and Punjab Kings. SRH IPL 2026 Schedule March 28 - Royal Challengers Bengaluru vs Sunrisers Hyderabad - Bengaluru - 7:30PM IST April 2 - Kolkata Knight Riders vs Sunrisers Hyderabad - Kolkata - 7:30PM IST April 5 - Sunrisers Hyderabad vs Lucknow Super Giants - Hyderabad - 3:30PM IST April 11 - Punjab Kings vs Sunrisers Hyderabad - Mullanpur - 3:30PM IST April 13 - Sunrisers Hyderabad vs Rajasthan Royals - Hyderabad - 7:30PM IST April 18 - Sunrisers Hyderabad vs Chennai Super Kings - Hyderabad - 7:30PM IST April 21 - Sunrisers Hyderabad vs Delhi Capitals - Hyderabad - 7:30PM IST April 25 - Rajasthan Royals vs Sunrisers Hyderabad - Jaipur - 7:30PM IST April 29 - Mumbai Indians vs Sunrisers Hyderabad - Mumbai - 7:30PM IST May 2 - Sunrisers Hyderabad vs Kolkata Knight Riders - Hyderabad - 7:30PM IST May 6 - Sunrisers Hyderabad vs Punjab Kings - Hyderabad - 7:30PM IST May 12 - Gujarat Titans vs Sunrisers Hyderabad - Ahmedabad - 7:30PM IST May 18 - Chennai Super Kings vs Sunrisers Hyderabad - Chennai - 7:30PM IST May 22 - Sunrisers Hyderabad vs Royal Challengers Bengaluru - Hyderabad - 7:30PM IST SRH IPL 2026 Squad: Pat Cummins, Travis Head, Abhishek Sharma, Aniket Verma, R. Smaran, Ishan Kishan, Heinrich Klaasen, Nitish Kumar Reddy, Harsh Dubey, Kamindu Mendis, Harshal Patel, Brydon Carse, Jaydev Unadkat, Eshan Malinga, Zeeshan Ansari, Salil Arora, Shivang Kumar, Sakib Hussain, Onkar Tarmale, Krains Fuletra, Praful Hinge, Amit Kumar, Shivam Mavi, Liam Livingstone, Jack Edwards",https://www.hindustantimes.com/ht-img/img/2026/03/12/400x225/CRICKET-IND-IPL-T20-MUMBAI-HYDERABAD-50_1746763469899_1773315280350.jpg,https://www.hindustantimes.com/cricket/sunrisers-hyderabad-ipl-2026-schedule-list-of-srh-fixtures-with-match-dates-venues-and-timings-101773313929945.html
